0	0
7.07106781186548	0
14.1421356237310	6.66133814775094e-15
21.2132034355964	6.66133814775094e-15
38.4162503822725	6.66133814775094e-15
48.5482295170831	6.66133814775094e-15
58.6802086518938	6.66133814775094e-15
68.8121877867044	6.66133814775094e-15
78.9441669215150	6.66133814775094e-15
89.0761460563256	6.66133814775094e-15
99.2081251911363	6.66133814775094e-15
109.340104325947	6.66133814775094e-15
119.472083460758	6.66133814775094e-15
129.604062595568	6.66133814775094e-15
139.736041730379	6.66133814775094e-15
149.868020865189	6.66133814775094e-15
160	6.66133814775094e-15
28.2842712474619	-160
28.2842712474619	-142.222222222222
28.2842712474619	-124.444444444444
28.2842712474619	-106.666666666667
28.2842712474619	-88.8888888888889
28.2842712474619	-71.1111111111111
28.2842712474619	-53.3333333333333
28.2842712474619	-35.5555555555556
28.2842712474619	-17.7777777777778
28.2842712474619	20.0000000000000
28.2842712474619	40.0000000000000
28.2842712474619	60.0000000000000
28.2842712474619	80
28.2842712474619	100
28.2842712474619	120
28.2842712474619	140
28.2842712474619	160
28.2842712474619	6.66133814775094e-15
